asn,cti,hegemony
174-Cogent Communications,0.08489,0.1528241891
202984-Chernyshov Aleksandr Aleksandrovich,0.0013,0.0
13193-Nerim SAS,7e-05,0.0
8218-Zayo France SAS,0.00022,0.0
2852-CESNET z.s.p.o.,7e-05,0.0
33891-Core-Backbone GmbH,7e-05,4.08822470857e-05
6461-Zayo Bandwidth,0.00696,0.00506151879158
3303-Swisscom (Switzerland) Ltd,0.00038,0.0
22351,0.0,5.73615229102e-05
44356,0.0,0.00154956691639
34549,0.0,8.25067725134e-06
48910,0.0,0.000144239348138
28032,0.0,0.00221580213394
29791,0.0,0.000996574433676
30282,0.0,0.000155760050847
30844,0.0,9.76674795405e-05
13789,0.0,0.00189885336426
12182,0.0,0.000137040338834
12180,0.0,0.000847727007819
29208,0.0,0.000259480142005
14745,0.0,0.000181216047084
262589,0.0,0.00221366956752
3549,0.0,7.00144179803e-06
37540,0.0,0.00166686286458
37662,0.0,8.31684258901e-05
37076,0.0,0.00154956691639
36932,0.0,0.000694356841302
8447-A1 Telekom Austria AG,0.00196,0.0
20764-CJSC RASCOM,0.00196,0.0
2914-NTT America Inc.,0.04021,0.0268001027539
6453-TATA COMMUNICATIONS (AMERICA) INC,0.00376,0.00193496872171
1836-green.ch AG,0.00061,6.52888106872e-05
29075-Lost Oasis SARL,0.00222,0.0
1273-Vodafone Group PLC,4e-05,0.0
3216-PJSC "Vimpelcom",9e-05,0.0
15412-Reliance Globalcom Limited,9e-05,0.0
6939-Hurricane Electric Inc.,0.19849,0.309489191224
36086-Telx,0.00145,0.000444563958873
60171-AFR-IX TELECOM S.L.,0.32946,0.29848497513
3549-Level 3 Communications Inc.,9e-05,1.20864006932e-05
61218-FM GROUP WORLD Artur Trawinski Sp.zo,0.00294,0.00226920998152
12956-Telefonica International Wholesale S,0.00043,1.82980003711e-07
8732-OJSC Comcor,0.00196,0.0
3491-PCCW Global Inc.,0.0018,0.000864203332298
202984-Chernyshov Aleksandr Aleksandrovich,0.00196,0.0
28917-LLC "TRC FIORD",0.00196,0.0
3320-Deutsche Telekom AG,9e-05,0.0
3356-Level 3 Communications Inc.,0.02273,0.0194293577381
58057-TeleMontazh Ltd.,0.00368,0.00233052313845
286-KPN B.V.,0.00083,0.000137612396857
52320-GlobeNet Cabos Submarinos Colombia S,0.00392,0.0
3257-GTT Communications Inc.,0.02337,0.0168255623287
47973-Digital Realty Netherlands B.V.,0.00017,4.66284070545e-07
8468-ENTANET International Limited,0.00051,0.0
15570-InterNAP Network Services U.K. Limit,0.00464,0.000427824109258
24961-myLoc managed IT AG,0.00129,0.00191622075417
25091-IP-Max SA,9e-05,0.0
20562-Broadband Hosting B.V,0.00096,0.000273162438387
6830-Liberty Global Operations B.V.,0.00017,0.0
3303-Swisscom (Switzerland) Ltd,0.00017,0.0
12859-BIT BV,0.00017,0.0
24785-Broadband Hosting B.V,0.00363,0.00281575851826
12389-PJSC Rostelecom,0.00026,0.0
6661-POST Luxembourg,0.00503,0.0011031312557
13030-Init7 (Switzerland) Ltd.,0.00038,0.000116458942584
701-MCI Communications Services Inc. d/b,0.00034,4.16720729899e-07
206610-Pindo S.a.,0.00063,0.0
1299-Telia Company AB,0.0098,0.0211419833538
6762-TELECOM ITALIA SPARKLE S.p.A.,0.00068,4.37537336553e-06
37468-Angola Cables,0.00307,0.0
30781-Jaguar Network SAS,0.00239,0.0
5511-Orange S.A.,0.1341,0.0766863905326
16265-LeaseWeb Network B.V.,9e-05,0.0
174-Cogent Communications,0.11503,0.090767047217
37529-Gestora de Infraestructuras de Telec,0.35006,0.210887573965
99999-GQ,0.0,0.0
8218-Zayo France SAS,0.00026,0.0
2852-CESNET z.s.p.o.,9e-05,0.0
41095-IPTP LTD,0.00017,2.77056756338e-07
33891-Core-Backbone GmbH,9e-05,4.05219708747e-05
6461-Zayo Bandwidth,0.01271,0.00456003860867
30990,0.0,5.81544923149e-05
44356,0.0,0.00177629302311
58453,0.0,8.32509136483e-07
34549,0.0,9.33373508035e-06
48910,0.0,0.000142796954657
60725,0.0,0.000102181570871
37662,0.0,9.53372797838e-05
4826,0.0,6.50138295747e-05
4809,0.0,3.42661150004e-07
7738,0.0,1.50267487324e-05
15808,0.0,5.37620432042e-07
37457,0.0,0.00184431648056
7474,0.0,2.04753341163e-05
30844,0.0,0.00019338160949
13789,0.0,0.00187986483062
30282,0.0,0.000154202450339
3741,0.0,4.05396059046e-07
11271,0.0,1.50267505795e-05
29208,0.0,0.000256885340585
12182,0.0,0.000135669935446
12180,0.0,0.000839249737742
7473,0.0,1.99583248289e-05
14745,0.0,0.000179403886613
5713,0.0,0.00184431648056
37540,0.0,0.00191075122056
29791,0.0,0.000986608689341
37076,0.0,0.00177629302311
36932,0.0,0.000795952210716
18747-IFX Corporation,2e-05,2.48985115988e-06
2914-NTT America Inc.,0.23677,0.0373989682461
264637-Blue Consulting Group S. A.,9e-05,7.54831599437e-07
3216-PJSC "Vimpelcom",2e-05,0.0
27750-CooperaciÃ³n Latino Americana de R,8e-05,0.0
6939-Hurricane Electric Inc.,0.00131,0.0112590776332
10796-Time Warner Cable Internet LLC,1e-05,2.60966832573e-05
3223-Voxility S.R.L.,7e-05,5.67461436092e-05
61218-FM GROUP WORLD Artur Trawinski Sp.zo,0.00012,0.000180817207063
11164-Internet2,0.0,0.0
263218-INTERNET TELECOMUNICATION COMPANY DE,0.00281,0.00432833681047
265684-INVERSIONES GRAJEDA ANDRADE S.A,0.00306,0.00420103278663
52468-UFINET PANAMA S.A.,0.01596,0.0197115659785
46887-Lightower Fiber Networks (LIGHT-141),0.00012,0.000350409771373
198385-AlpineDC SA,0.0,0.0
4230-CLARO S.A.,5e-05,0.0
28513-Uninet S.A. de C.V.,0.00217,0.0
14754-Telgua,0.0509,0.0811993643639
16657-Fibertech Networks LLC,0.00028,0.000355815388255
262215-ITELKOM,0.00028,0.000381912071512
2516-KDDI CORPORATION,6e-05,2.68398188659e-07
10429-Telefonica Data S.A.,0.0,0.0
18678-INTERNEXA S.A. E.S.P,1e-05,4.16851339939e-05
12389-PJSC Rostelecom,5e-05,0.0
37468-Angola Cables,0.0,2.61764842521e-07
23498-COGECODATA,3e-05,1.96013694715e-07
262589-INTERNEXA Brasil Operadora de Teleco,0.0,7.39094188343e-05
23520-Columbus Networks USA Inc.,0.03028,0.0377332690896
19835-Rogers Communications Canada Inc.,6e-05,5.68867931354e-07
20764-CJSC RASCOM,2e-05,1.67406152194e-09
52286-Columbus Networks Guatemala,0.00167,0.00237694593972
36086-Telx,3e-05,3.54241405858e-05
6762-TELECOM ITALIA SPARKLE S.p.A.,0.01042,0.0124290578222
3491-PCCW Global Inc.,0.00668,0.0126170335486
58057-TeleMontazh Ltd.,0.00015,0.00018570281654
3257-GTT Communications Inc.,0.00045,0.00661895066073
52262-TelefÃ³nica Celular S.A,0.01537,0.0302673414128
15412-Reliance Globalcom Limited,0.0,4.33200814917e-06
21320-GEANT Limited,4e-05,0.0
4637-Telstra Global - Customer AS Number,2e-05,6.36706724228e-05
27884-CABLECOLOR S.A.,0.00071,0.000906596470795
18881-TELEFÃNICA BRASIL S.A,0.0,0.0
13682-TELEFONICA MOVILES GUATEMALA S.A.,0.00204,0.00053958527062
10269-Belize Telemedia Limited,0.00028,0.000381912071512
6458-Telgua,0.01822,0.0248077751638
8758-Iway AG,0.0,0.0
263761-Broadcom Group S.A,9e-05,4.28465822648e-05
12180-Internap Network Services Corporatio,0.00034,6.68738436912e-05
28087-COMNETS.A.,0.00028,0.000381912071512
16735-ALGAR TELECOM S/A,0.00013,0.000372654999249
11537-Internet2,1e-05,0.0
12956-Telefonica International Wholesale S,0.04112,0.0301824329557
12179-Internap Network Services Corporatio,3e-05,5.60360507058e-06
22869-CABLECOLOR S.A.,0.00233,0.00361293579113
2828-MCI Communications Services Inc. d/b,0.00072,0.000491057311292
3356-Level 3 Communications Inc.,0.02632,0.089741023702
2497-Internet Initiative Japan Inc.,4e-05,3.32266153791e-07
286-KPN B.V.,7e-05,1.2284919066e-06
52320-GlobeNet Cabos Submarinos Colombia S,0.00013,0.00192008424733
262206-COMCEL GUATEMALA S.A.,0.08917,0.140461043724
24961-myLoc managed IT AG,5e-05,0.000152690005644
6830-Liberty Global Operations B.V.,0.01306,0.0140882732431
35788-Forcepoint Cloud Ltd,1e-05,0.0
22388-Indiana University,0.0,0.0
6661-POST Luxembourg,2e-05,0.0
6461-Zayo Bandwidth,0.004,0.00175003454234
701-MCI Communications Services Inc. d/b,0.02117,0.0569821379279
1299-Telia Company AB,0.17291,0.336124182216
12182-Internap Network Services Corporatio,0.00017,1.08105724061e-05
7922-Comcast Cable Communications LLC,4e-05,1.31815229563e-06
20965-GEANT Limited,2e-05,0.0
174-Cogent Communications,0.23124,0.222805322967
99999-GT,0.0,0.0
8447-A1 Telekom Austria AG,2e-05,0.0
6453-TATA COMMUNICATIONS (AMERICA) INC,0.03862,0.10018773589
267715-unknown,0.00044,0.000613467477967
1836-green.ch AG,3e-05,5.20240105457e-06
29075-Lost Oasis SARL,6e-05,0.0
7992-Cogeco Cable,1e-05,1.35791604031e-08
62-CyrusOne LLC,0.00028,0.000230826484226
3549-Level 3 Communications Inc.,1e-05,0.000524031086381
23243-COMCEL GUATEMALA S.A.,0.0333,0.028805732672
35280-ACORUS NETWORKS SAS,2e-05,0.0
27729-Globalnet.hn,0.00023,0.000356597028929
3320-Deutsche Telekom AG,0.0,3.30661820926e-06
2647-Societe Internationale de Telecommun,0.00901,0.0022771247535
1273-Vodafone Group PLC,1e-05,5.72288884103e-05
2603-NORDUnet,1e-05,0.0
7843-Time Warner Cable Internet LLC,0.0,2.60966832573e-05
6130-American Internet Services LLC.,0.0,0.000368921864998
3303-Swisscom (Switzerland) Ltd,0.00015,0.0
9002-RETN Limited,6e-05,1.85736371079e-08
59689-Keyade SAS,2e-05,0.0
13030-Init7 (Switzerland) Ltd.,2e-05,2.20291149662e-05
206610-Pindo S.a.,0.0022,0.0
30781-Jaguar Network SAS,0.0001,0.0
5511-Orange S.A.,0.00758,0.0156462111723
8732-OJSC Comcor,2e-05,0.0
1916-AssociaÃ§Ã£o Rede Nacional de En,4e-05,0.0
7660-Asia Pacific Advanced Network - Japa,0.0,0.0
13768-ASE,1e-05,9.47644597174e-09
23201,0.0,6.54458829957e-08
208293,0.0,2.61780836254e-07
45629,0.0,1.86954071203e-08
22773,0.0,0.000333597549934
11432,0.0,8.14237050046e-05
8218,0.0,1.31220216715e-06
61512,0.0,0.000144579619952
52276,0.0,2.45737195505e-06
8167,0.0,2.53814850864e-05
264646,0.0,1.09259801397e-07
64067,0.0,2.49544183801e-08
4788,0.0,5.46826910523e-08
11058,0.0,1.68456283874e-05
8781,0.0,1.96390052249e-07
38193,0.0,6.54458829957e-08
38195,0.0,4.34864335604e-08
40824,0.0,8.41980497367e-07
5583,0.0,0.000530165409795
5580,0.0,3.7636552503e-09
198605,0.0,6.20848030673e-09
50710,0.0,2.61780836254e-07
6471,0.0,7.84041265857e-07
7617,0.0,2.61783531983e-07
45430,0.0,2.61764736345e-07
58073,0.0,3.61681114267e-07
33489,0.0,3.23279227526e-07
262195,0.0,1.59834280729e-05
4862,0.0,0.000916314113473
35415,0.0,5.25937988239e-08
37054,0.0,6.54476190079e-08
719,0.0,1.05934376954e-08
45595,0.0,2.61767942481e-07
14080,0.0,2.00448554242e-05
45758,0.0,2.42957017109e-07
136039,0.0,1.27379680149e-07
27775,0.0,6.54411840861e-08
38040,0.0,2.61783953417e-07
260,0.0,6.5353987112e-07
22927,0.0,4.08550576954e-06
61102,0.0,8.44047455832e-07
35432,0.0,6.54458829957e-08
43578,0.0,4.21994181577e-07
47123,0.0,3.40584902273e-08
25899,0.0,8.57010282709e-09
18403,0.0,2.61745942181e-07
51375,0.0,1.13240941371e-05
14745,0.0,1.42954199822e-05
7474,0.0,1.24345900631e-05
59318,0.0,2.6176484694e-07
18809,0.0,2.61783531983e-07
13335,0.0,1.97180827941e-07
4609,0.0,2.61783531983e-07
9329,0.0,2.61779606565e-07
29049,0.0,4.97050101734e-08
37100,0.0,1.24188041343e-06
32787,0.0,9.858771301e-08
27932,0.0,1.16950985754e-05
45396,0.0,6.03280813693e-08
263783,0.0,0.00176811741656
31126,0.0,2.61780836254e-07
6853,0.0,0.000858583182559
395378,0.0,2.11341830606e-07
30990,0.0,5.85276820375e-07
702,0.0,4.43207396805e-05
9498,0.0,1.38610546439e-05
36873,0.0,6.54458829957e-08
1239,0.0,0.00018685763693
266213,0.0,0.000286434053634
58717,0.0,6.54383436949e-08
64049,0.0,2.61783531983e-07
52391,0.0,1.30890418127e-07
46786,0.0,2.32774525423e-08
30282,0.0,1.2287296733e-05
16128,0.0,5.48829521955e-06
17494,0.0,6.33850767301e-09
28036,0.0,0.000934018666208
265620,0.0,9.13001960332e-06
29791,0.0,7.86158306738e-05
4809,0.0,7.80879221374e-06
13999,0.0,3.66629122358e-06
37282,0.0,1.26480390376e-07
21508,0.0,2.87043486592e-07
8346,0.0,6.54458829957e-08
7738,0.0,2.53814850864e-05
3292,0.0,1.49744126677e-07
57187,0.0,1.5744974457e-06
34984,0.0,5.61296489976e-07
28124,0.0,6.86461567064e-05
42961,0.0,2.61764736345e-07
207083,0.0,2.36607021929e-06
48910,0.0,1.13784738867e-05
9121,0.0,1.60190215708e-06
8966,0.0,3.63251048371e-07
4635,0.0,1.44819358619e-08
13789,0.0,0.000149793060623
45671,0.0,4.34864335604e-08
30844,0.0,7.30866125454e-05
263798,0.0,0.000638440592477
15739,0.0,2.61780836254e-07
397373,0.0,2.85315917828e-06
54540,0.0,1.3544892336e-06
3758,0.0,6.63637056276e-06
133372,0.0,2.61780836254e-07
27986,0.0,7.84041265857e-07
18101,0.0,4.07117787147e-06
8452,0.0,2.61783531983e-07
55805,0.0,6.54458829957e-08
11081,0.0,1.30890418127e-07
22381,0.0,1.59936811016e-05
16713,0.0,6.20689098892e-09
22411,0.0,7.6764934926e-07
42020,0.0,2.61780836254e-07
6774,0.0,7.28196598407e-09
38740,0.0,7.07340497805e-09
16814,0.0,6.44895998665e-05
6505,0.0,6.1998025254e-06
28158,0.0,0.000286434053634
8551,0.0,2.61764736345e-07
45356,0.0,6.54458829957e-08
33891,0.0,5.75635625112e-06
55039,0.0,2.63166925973e-06
7545,0.0,3.63770052801e-06
37662,0.0,1.47954796274e-06
57463,0.0,5.67536344398e-09
59605,0.0,5.23529704494e-07
1221,0.0,2.14391287768e-05
26337,0.0,4.10930671348e-07
577,0.0,3.23499649842e-07
4657,0.0,0.000471719087035
14638,0.0,0.000211056671099
208987,0.0,1.05934376954e-08
9038,0.0,1.30891765991e-07
9873,0.0,6.54419856202e-08
62904,0.0,2.00640272929e-08
9116,0.0,4.17311212118e-07
394094,0.0,8.44047455832e-07
27008,0.0,2.00000525742e-07
52245,0.0,1.02527957879e-06
4826,0.0,1.95589733694e-06
15290,0.0,6.15505261592e-08
22822,0.0,1.15974325778e-05
39386,0.0,2.44787614751e-06
17557,0.0,4.58089181815e-07
46650,0.0,6.54458829957e-08
28666,0.0,1.3353568934e-06
33667,0.0,3.23279227526e-07
36926,0.0,5.34938298275e-05
36925,0.0,1.30891765991e-07
17882,0.0,6.54452090634e-08
15802,0.0,1.5744974457e-06
36024,0.0,3.06613843761e-09
196925,0.0,2.10125502177e-08
8100,0.0,1.58500135398e-06
3741,0.0,5.0351813201e-06
18209,0.0,1.30881020308e-07
36352,0.0,3.37618982333e-06
23889,0.0,2.61783531983e-07
56704,0.0,3.227671446e-07
18200,0.0,6.54458829957e-08
55944,0.0,6.54458829957e-08
4775,0.0,5.23567063965e-07
9260,0.0,6.54413116879e-08
12189,0.0,2.43039373496e-08
33666,0.0,3.23279227526e-07
12975,0.0,1.30891765991e-07
14259,0.0,4.61343022173e-05
55836,0.0,2.61783531983e-07
29208,0.0,2.04693660782e-05
8529,0.0,1.96323552258e-07
4837,0.0,2.06821353162e-09
38082,0.0,2.61783531983e-07
8932,0.0,2.61767942481e-07
37271,0.0,4.81805022617e-06
55410,0.0,1.2573311088e-05
22298,0.0,5.49784240203e-07
33660,0.0,2.4180393183e-07
4805,0.0,0.000131077745092
36937,0.0,1.8509427881e-05
45489,0.0,2.61779606565e-07
53062,0.0,2.77771583986e-05
5416,0.0,2.61783531983e-07
22356,0.0,1.07066649479e-05
4755,0.0,1.77857584428e-05
40676,0.0,1.26598403841e-06
60171,0.0,5.41523045832e-08
15570,0.0,3.40902610072e-05
58453,0.0,0.000122420416858
17941,0.0,1.40310885225e-06
27978,0.0,2.19555228159e-05
4766,0.0,4.95468387994e-09
57293,0.0,6.54458829957e-08
6429,0.0,2.57802787545e-07
11172,0.0,2.6529111003e-06
11403,0.0,2.00640272929e-08
10089,0.0,1.30882368172e-07
4004,0.0,0.000243819753359
206376,0.0,4.2179196241e-07
42926,0.0,8.53693048362e-09
12400,0.0,4.17311212118e-07
45204,0.0,6.54452090634e-08
58299,0.0,2.41007577014e-08
52228,0.0,1.65278616152e-05
7473,0.0,4.01155685752e-05
23033,0.0,1.57902676131e-08
14935,0.0,2.63525682463e-06
17501,0.0,2.61780836254e-07
2874,0.0,0.000899480975855
209,0.0,7.15246542981e-06
10282,0.0,0.000297433177267
10075,0.0,6.54458829957e-08
63927,0.0,6.54411840861e-08
38622,0.0,5.6210892113e-07
27814,0.0,2.61783531983e-07
23352,0.0,0.000111206492141
328196,0.0,5.41523045832e-08
8151,0.0,6.54458829957e-08
200612,0.0,1.75708927388e-06
20473,0.0,9.70624564048e-07
34549,0.0,0.000103050569328
27947,0.0,2.61783531983e-07
137187,0.0,2.61780836254e-07
58601,0.0,7.99982288826e-08
6667,0.0,1.07525478743e-08
27696,0.0,6.49644245356e-05
45352,0.0,6.32958759726e-07
27759,0.0,6.54458829957e-08
37002,0.0,6.54411840861e-08
9299,0.0,2.61783531983e-07
1680,0.0,4.11797406345e-07
32098,0.0,3.66629122358e-06
12180-Internap Network Services Corporatio,0.00205,0.000466853738317
19863-Guyana Telephone & Telegraph Co.,0.0104,0.0100707854717
20764-CJSC RASCOM,8e-05,0.0
2914-NTT America Inc.,0.00094,0.00474722099202
5639-Telecommunication Services of Trinid,0.03899,0.0344851959017
6453-TATA COMMUNICATIONS (AMERICA) INC,0.00092,0.0019804349413
48252-Digicel AFG,0.00205,0.000759040397042
1836-green.ch AG,0.00015,3.63185402018e-05
29075-Lost Oasis SARL,8e-05,0.0
36086-Telx,0.00016,0.000281646418314
6939-Hurricane Electric Inc.,0.00114,0.00727738761317
12956-Telefonica International Wholesale S,0.00165,0.00524712971092
33132-Fibernet Direct,0.00161,0.000580685663832
3549-Level 3 Communications Inc.,0.00053,0.000349435214522
61218-FM GROUP WORLD Artur Trawinski Sp.zo,0.0007,0.00126230502705
22927-Telefonica de Argentina,2e-05,0.000879417539268
22869-CABLECOLOR S.A.,0.00331,0.00436475811854
2828-MCI Communications Services Inc. d/b,0.00422,0.00170886459059
6762-TELECOM ITALIA SPARKLE S.p.A.,0.00283,0.00204505794392
3491-PCCW Global Inc.,0.02157,0.0542766725014
22418-Cologuard,0.00012,3.41816748067e-05
99999-GY,0.0,0.0
3320-Deutsche Telekom AG,2e-05,3.75021305559e-06
3356-Level 3 Communications Inc.,0.01158,0.0199376132427
58057-TeleMontazh Ltd.,0.00087,0.00129641201002
286-KPN B.V.,8e-05,8.5333773363e-06
52320-GlobeNet Cabos Submarinos Colombia S,0.00016,0.0
3257-GTT Communications Inc.,0.00748,0.010625510175
262206-COMCEL GUATEMALA S.A.,0.00165,0.00266362373069
1273-Vodafone Group PLC,0.00068,5.72469766037e-05
24961-myLoc managed IT AG,0.00031,0.00106594590656
6830-Liberty Global Operations B.V.,0.06268,0.0567239346952
37468-Angola Cables,2e-05,0.0
35280-ACORUS NETWORKS SAS,2e-05,0.0
35788-Forcepoint Cloud Ltd,4e-05,0.0
3303-Swisscom (Switzerland) Ltd,4e-05,0.0
2516-KDDI CORPORATION,0.00016,0.0
3267-State Institute of Information Techn,8e-05,0.0
13030-Init7 (Switzerland) Ltd.,9e-05,6.49033861971e-05
4230-CLARO S.A.,0.00016,0.0
1764-Next Layer Telekommunikationsdienstl,8e-05,0.0
209-Qwest Communications Company LLC,0.00303,0.00201950113956
701-MCI Communications Services Inc. d/b,0.00276,0.00328397460961
206610-Pindo S.a.,0.00328,0.0
1299-Telia Company AB,0.03247,0.124582967506
2647-Societe Internationale de Telecommun,0.0136,0.00796471212815
12182-Internap Network Services Corporatio,0.00104,7.5469807963e-05
7922-Comcast Cable Communications LLC,0.0003,0.0
33576-ASN-Digicel,0.01471,0.0114237229368
5511-Orange S.A.,0.0168,0.0303308208222
174-Cogent Communications,0.52884,0.48177701282
1916-AssociaÃ§Ã£o Rede Nacional de En,0.0001,0.0
23520-Columbus Networks USA Inc.,0.3115,0.2944480802
6461-Zayo Bandwidth,0.01294,0.0117034816438
9121,0.0,1.11934805799e-05
40824,0.0,5.87795946949e-06
5583,0.0,0.00185678784892
5580,0.0,2.62744957723e-08
12400,0.0,2.91329597142e-06
4862,0.0,0.00320226973389
34984,0.0,3.91655291964e-06
10282,0.0,0.0010380035923
260,0.0,4.54037245597e-06
11271,0.0,3.34360291928e-05
13682,0.0,2.5469042289e-06
36352,0.0,2.35695565454e-05
61102,0.0,5.89238913635e-06
43578,0.0,2.9459883019e-06
25899,0.0,5.98288407208e-08
51375,0.0,3.92759278999e-05
14745,0.0,9.97979163621e-05
262589,0.0,0.00121909518449
6853,0.0,0.00299662560974
395378,0.0,1.47540081795e-06
30990,0.0,0.000129399585922
702,0.0,0.000154704005802
9498,0.0,4.36485942244e-05
30282,0.0,8.57789846823e-05
28032,0.0,0.00122026961517
17494,0.0,4.42498268256e-08
4805,0.0,0.000457493292278
29791,0.0,0.000548825855
4809,0.0,7.950917168e-07
6661,0.0,0.00245457783265
52468,0.0,0.000449123832741
7738,0.0,3.34360250828e-05
15412,0.0,1.7860264366e-06
55039,0.0,1.83719757099e-05
13789,0.0,0.00104572201127
30844,0.0,0.000178994844976
397373,0.0,1.9918221458e-05
54540,0.0,9.45583994147e-06
3741,0.0,3.67071576641e-05
60725,0.0,0.000227364257398
9002,0.0,1.80092006901e-08
16713,0.0,4.33309961199e-08
6774,0.0,0.00131525649993
4755,0.0,0.000103355693885
6505,0.0,2.17862146335e-05
45352,0.0,4.4187554785e-06
35415,0.0,3.67163157342e-07
33891,0.0,2.60160569066e-05
7545,0.0,1.27941198288e-05
3758,0.0,4.6178434057e-05
1221,0.0,3.77498823674e-05
4637,0.0,0.000147151275448
46786,0.0,1.6250248435e-07
58073,0.0,2.52493607297e-06
48910,0.0,7.94343913425e-05
39386,0.0,8.06670643036e-06
57187,0.0,1.10048291355e-05
394094,0.0,5.89238913635e-06
27008,0.0,1.39622590769e-06
4826,0.0,0.000144662300216
63351,0.0,8.91176418944e-05
62904,0.0,1.40069205393e-07
15808,0.0,1.19625945512e-06
15802,0.0,1.10048291355e-05
36024,0.0,2.1405053348e-08
40676,0.0,8.83797533322e-06
29208,0.0,0.000142898920521
4657,0.0,0.00164926881395
37662,0.0,1.03288888345e-05
37271,0.0,3.28609607457e-05
55410,0.0,8.77756826957e-05
36937,0.0,6.43763757596e-05
45396,0.0,4.21157043743e-07
15570,0.0,0.000237987902489
58453,0.0,0.000411711219902
11403,0.0,1.40069205393e-07
209561,0.0,1.22570360878e-08
4004,0.0,0.000829679335649
206376,0.0,2.94457658741e-06
42926,0.0,5.95972609027e-08
7473,0.0,0.000210705528045
7474,0.0,8.94934388849e-05
13101,0.0,1.5722089279e-08
14935,0.0,1.83970208993e-05
2874,0.0,0.00314126693068
9116,0.0,2.91329597142e-06
38622,0.0,3.92414487767e-06
23352,0.0,0.000776344886364
200612,0.0,6.2614323835e-06
20473,0.0,6.77603800255e-06
34549,0.0,4.3803076189e-07
22822,0.0,8.09629663107e-05
58601,0.0,1.0162139135e-07
3223,0.0,7.50488609576e-08
1680,0.0,2.87480348025e-06
2914-NTT America Inc.,0.02803,0.00953365264888
42-WoodyNet,7e-05,6.23630059944e-05
3216-PJSC "Vimpelcom",4e-05,0.0
6939-Hurricane Electric Inc.,0.00873,0.0212013312655
10796-Time Warner Cable Internet LLC,0.00024,4.3839157118e-05
3223-Voxility S.R.L.,0.00015,9.72932700742e-05
15412-Reliance Globalcom Limited,0.0,1.40779675823e-06
263817-REDCA - RED CENTROAMERICANA DE TELEC,0.00036,0.000320782207133
394601-Global Nexus,0.00144,0.000534637011888
52468-UFINET PANAMA S.A.,0.02541,0.0229462576326
46887-Lightower Fiber Networks (LIGHT-141),0.0002,0.000588644498284
198385-AlpineDC SA,0.0,0.0
12389-PJSC Rostelecom,0.00011,0.0
7545-TPG Telecom Limited,0.0,3.0786671665e-06
6661-POST Luxembourg,1e-05,0.0
16657-Fibertech Networks LLC,0.00046,0.000597725257148
35788-Forcepoint Cloud Ltd,1e-05,0.0
2516-KDDI CORPORATION,7e-05,0.0
10429-Telefonica Data S.A.,1e-05,0.0
4230-CLARO S.A.,4e-05,0.0
262262-METRONET,0.00144,0.00128312882853
37468-Angola Cables,0.0,0.0
1239-Sprint,0.00073,0.000638131530632
395880-AS-BOOMERANG,0.00019,0.000310265608797
23520-Columbus Networks USA Inc.,0.11672,0.0635926603435
27696-Columbus Networks de Honduras S. de ,0.01099,0.00912478634897
20485-Closed Joint Stock Company TransTele,0.0,0.0
36086-Telx,8e-05,2.97540581996e-05
263725-MULTICABLE DE HONDURAS,0.00146,0.00128312882853
6762-TELECOM ITALIA SPARKLE S.p.A.,0.00667,0.00899563891069
3491-PCCW Global Inc.,0.00969,0.0113546310922
13101-ennit server GmbH,1e-05,2.10408757085e-07
58057-TeleMontazh Ltd.,0.00019,0.000155978728624
3257-GTT Communications Inc.,0.03077,0.0350077631195
52262-TelefÃ³nica Celular S.A,0.17267,0.12089543455
61218-FM GROUP WORLD Artur Trawinski Sp.zo,0.00015,0.000151875122825
265680-HNTELCOSA,0.0081,0.00705720855692
21320-GEANT Limited,2e-05,0.0
4637-Telstra Global - Customer AS Number,6e-05,2.6339179874e-05
38930-LeaseWeb Network B.V.,0.0,0.0
18881-TELEFÃNICA BRASIL S.A,2e-05,0.0
33891-Core-Backbone GmbH,5e-05,1.94700276274e-05
8758-Iway AG,0.0,0.0
12180-Internap Network Services Corporatio,0.00044,5.66583185517e-05
16735-ALGAR TELECOM S/A,0.00016,0.000196331678088
32217-GPIEX INC,0.00576,0.00245876917026
20764-CJSC RASCOM,1e-05,0.0
12956-Telefonica International Wholesale S,0.0317,0.0577295857834
22869-CABLECOLOR S.A.,0.05085,0.0487460381682
2828-MCI Communications Services Inc. d/b,0.00037,4.68784018775e-06
200780-APPLIWAVE SAS,0.0,0.0
3356-Level 3 Communications Inc.,0.0367,0.0764541810222
2497-Internet Initiative Japan Inc.,0.00029,0.0
286-KPN B.V.,0.00013,1.03185621675e-06
52320-GlobeNet Cabos Submarinos Colombia S,0.00019,0.000392904522224
262206-COMCEL GUATEMALA S.A.,0.10527,0.164726399502
27932-Redes y Telecomunicaciones,0.03755,0.0332202455085
24961-myLoc managed IT AG,7e-05,0.000128250036255
6830-Liberty Global Operations B.V.,0.02301,0.0105730697047
14754-Telgua,0.00245,0.00238228862166
6461-Zayo Bandwidth,0.00316,0.0015192036313
1764-Next Layer Telekommunikationsdienstl,0.0,0.0
701-MCI Communications Services Inc. d/b,0.02992,0.0673658755788
1299-Telia Company AB,0.2914,0.337180913287
12182-Internap Network Services Corporatio,0.00023,9.08020336477e-06
7922-Comcast Cable Communications LLC,4e-05,0.0
23383-METRORED S.A. DE C.V.,0.00771,0.00690186002498
174-Cogent Communications,0.1396,0.0802360292389
27884-CABLECOLOR S.A.,0.02456,0.0192119563402
